"""combined adjusted net income""","""one""","""two""","""three""","""four""","""five""","""six_plus"""
20275.0,2063.0,3082.0,3648.0,4075.0,4483.0,4873.0
20325.0,2064.0,3083.0,3648.0,4075.0,4483.0,4873.0
20375.0,2065.0,3084.0,3649.0,4075.0,4483.0,4873.0
20425.0,2065.0,3084.0,3649.0,4076.0,4483.0,4873.0
20475.0,2066.0,3085.0,3649.0,4076.0,4483.0,4873.0
20525.0,2067.0,3086.0,3649.0,4076.0,4483.0,4874.0
20575.0,2068.0,3087.0,3649.0,4076.0,4484.0,4874.0
20625.0,2069.0,3087.0,3649.0,4076.0,4484.0,4874.0
20675.0,2070.0,3088.0,3649.0,4076.0,4484.0,4874.0
20725.0,2070.0,3089.0,3649.0,4076.0,4484.0,4874.0
20775.0,2071.0,3089.0,3650.0,4077.0,4484.0,4874.0
20825.0,2072.0,3090.0,3650.0,4077.0,4484.0,4874.0
20875.0,2073.0,3091.0,3650.0,4077.0,4484.0,4875.0
20925.0,2074.0,3091.0,3650.0,4077.0,4485.0,4875.0
20975.0,2075.0,3092.0,3650.0,4077.0,4485.0,4875.0
21025.0,2075.0,3093.0,3650.0,4077.0,4485.0,4875.0
21075.0,2076.0,3093.0,3650.0,4077.0,4485.0,4875.0
21125.0,2077.0,3094.0,3650.0,4077.0,4485.0,4875.0
21175.0,2078.0,3095.0,3650.0,4078.0,4485.0,4876.0
21225.0,2079.0,3095.0,3651.0,4078.0,4485.0,4876.0
21275.0,2080.0,3096.0,3651.0,4078.0,4486.0,4876.0
21325.0,2080.0,3097.0,3651.0,4078.0,4486.0,4876.0
21375.0,2081.0,3097.0,3651.0,4078.0,4486.0,4876.0
21425.0,2082.0,3098.0,3651.0,4078.0,4486.0,4876.0
21475.0,2083.0,3099.0,3651.0,4078.0,4486.0,4877.0
21525.0,2084.0,3099.0,3651.0,4078.0,4486.0,4877.0
21575.0,2084.0,3100.0,3651.0,4079.0,4486.0,4877.0
21625.0,2085.0,3101.0,3652.0,4079.0,4487.0,4877.0
21675.0,2086.0,3101.0,3652.0,4079.0,4487.0,4877.0
21725.0,2087.0,3102.0,3652.0,4079.0,4487.0,4877.0
21775.0,2088.0,3103.0,3652.0,4079.0,4487.0,4877.0
21825.0,2089.0,3103.0,3652.0,4079.0,4487.0,4878.0
21875.0,2089.0,3104.0,3652.0,4079.0,4487.0,4878.0
21925.0,2090.0,3105.0,3652.0,4080.0,4488.0,4878.0
21975.0,2091.0,3105.0,3652.0,4080.0,4488.0,4878.0
22025.0,2092.0,3106.0,3652.0,4080.0,4488.0,4878.0
22075.0,2093.0,3107.0,3653.0,4080.0,4488.0,4878.0
22125.0,2094.0,3107.0,3653.0,4080.0,4488.0,4879.0
22175.0,2094.0,3108.0,3653.0,4080.0,4488.0,4879.0
22225.0,2095.0,3109.0,3653.0,4080.0,4488.0,4879.0
22275.0,2096.0,3110.0,3653.0,4080.0,4489.0,4879.0
22325.0,2097.0,3110.0,3653.0,4081.0,4489.0,4879.0
22375.0,2098.0,3111.0,3653.0,4081.0,4489.0,4879.0
22425.0,2098.0,3112.0,3653.0,4081.0,4489.0,4879.0
22475.0,2099.0,3112.0,3654.0,4081.0,4489.0,4880.0
22525.0,2100.0,3113.0,3654.0,4081.0,4489.0,4880.0
22575.0,2101.0,3114.0,3654.0,4081.0,4489.0,4880.0
22625.0,2102.0,3114.0,3654.0,4081.0,4490.0,4880.0
22675.0,2103.0,3115.0,3654.0,4082.0,4490.0,4880.0
22725.0,2103.0,3116.0,3654.0,4082.0,4490.0,4880.0
22775.0,2104.0,3117.0,3655.0,4083.0,4491.0,4882.0
22825.0,2106.0,3118.0,3657.0,4085.0,4493.0,4884.0
22875.0,2107.0,3120.0,3658.0,4086.0,4495.0,4886.0
22925.0,2108.0,3122.0,3660.0,4088.0,4497.0,4888.0
22975.0,2109.0,3123.0,3662.0,4090.0,4499.0,4891.0
23025.0,2111.0,3125.0,3664.0,4092.0,4501.0,4893.0
23075.0,2112.0,3127.0,3665.0,4094.0,4504.0,4895.0
23125.0,2113.0,3128.0,3667.0,4096.0,4506.0,4898.0
23175.0,2114.0,3130.0,3669.0,4098.0,4508.0,4900.0
23225.0,2116.0,3132.0,3670.0,4100.0,4510.0,4902.0
23275.0,2117.0,3133.0,3672.0,4102.0,4512.0,4905.0
23325.0,2118.0,3135.0,3674.0,4104.0,4514.0,4907.0
23375.0,2119.0,3137.0,3676.0,4106.0,4516.0,4909.0
23425.0,2121.0,3138.0,3677.0,4108.0,4518.0,4911.0
23475.0,2122.0,3140.0,3679.0,4109.0,4520.0,4914.0
23525.0,2123.0,3142.0,3681.0,4111.0,4523.0,4916.0
23575.0,2125.0,3143.0,3682.0,4113.0,4525.0,4918.0
23625.0,2126.0,3145.0,3684.0,4115.0,4527.0,4921.0
23675.0,2127.0,3147.0,3686.0,4117.0,4529.0,4923.0
23725.0,2128.0,3148.0,3688.0,4119.0,4531.0,4925.0
23775.0,2130.0,3150.0,3689.0,4121.0,4533.0,4927.0
23825.0,2131.0,3152.0,3691.0,4123.0,4535.0,4930.0
23875.0,2132.0,3153.0,3693.0,4125.0,4537.0,4932.0
23925.0,2133.0,3155.0,3695.0,4127.0,4539.0,4934.0
23975.0,2135.0,3157.0,3696.0,4129.0,4542.0,4937.0
24025.0,2136.0,3158.0,3698.0,4131.0,4544.0,4939.0
24075.0,2137.0,3160.0,3700.0,4133.0,4546.0,4941.0
24125.0,2138.0,3162.0,3701.0,4134.0,4548.0,4944.0
24175.0,2140.0,3163.0,3703.0,4136.0,4550.0,4946.0
24225.0,2141.0,3165.0,3705.0,4138.0,4552.0,4948.0
24275.0,2142.0,3167.0,3707.0,4140.0,4554.0,4950.0
24325.0,2143.0,3168.0,3708.0,4142.0,4556.0,4953.0
24375.0,2145.0,3170.0,3710.0,4144.0,4558.0,4955.0
24425.0,2146.0,3172.0,3712.0,4146.0,4561.0,4957.0
24475.0,2147.0,3173.0,3713.0,4148.0,4563.0,4960.0
24525.0,2148.0,3175.0,3715.0,4150.0,4565.0,4962.0
24575.0,2150.0,3177.0,3717.0,4152.0,4567.0,4964.0
24625.0,2151.0,3178.0,3719.0,4154.0,4569.0,4966.0
24675.0,2152.0,3180.0,3720.0,4156.0,4571.0,4969.0
24725.0,2153.0,3182.0,3722.0,4157.0,4573.0,4971.0
24775.0,2155.0,3183.0,3724.0,4159.0,4575.0,4973.0
24825.0,2156.0,3185.0,3725.0,4161.0,4577.0,4976.0
24875.0,2157.0,3187.0,3727.0,4163.0,4580.0,4978.0
24925.0,2158.0,3188.0,3729.0,4165.0,4582.0,4980.0
24975.0,2160.0,3190.0,3731.0,4167.0,4584.0,4983.0
25025.0,2161.0,3192.0,3732.0,4169.0,4586.0,4985.0
25075.0,2162.0,3193.0,3734.0,4171.0,4588.0,4987.0
25125.0,2163.0,3195.0,3736.0,4173.0,4590.0,4989.0
25175.0,2165.0,3197.0,3737.0,4175.0,4592.0,4992.0
25225.0,2166.0,3198.0,3739.0,4177.0,4594.0,4994.0
25275.0,2167.0,3200.0,3741.0,4179.0,4596.0,4996.0
25325.0,2168.0,3201.0,3742.0,4180.0,4598.0,4998.0
25375.0,2169.0,3202.0,3743.0,4181.0,4599.0,4999.0
25425.0,2170.0,3203.0,3744.0,4182.0,4600.0,5000.0
25475.0,2170.0,3204.0,3744.0,4182.0,4601.0,5001.0
25525.0,2171.0,3205.0,3745.0,4183.0,4602.0,5002.0
25575.0,2172.0,3206.0,3746.0,4184.0,4603.0,5003.0
25625.0,2173.0,3207.0,3747.0,4185.0,4604.0,5004.0
25675.0,2174.0,3208.0,3748.0,4186.0,4605.0,5006.0
25725.0,2174.0,3209.0,3749.0,4187.0,4606.0,5007.0
25775.0,2175.0,3210.0,3749.0,4188.0,4607.0,5008.0
25825.0,2176.0,3211.0,3750.0,4189.0,4608.0,5009.0
25875.0,2177.0,3212.0,3751.0,4190.0,4609.0,5010.0
25925.0,2178.0,3213.0,3752.0,4191.0,4610.0,5011.0
25975.0,2178.0,3213.0,3753.0,4192.0,4611.0,5012.0
26025.0,2179.0,3214.0,3754.0,4193.0,4612.0,5013.0
26075.0,2180.0,3215.0,3755.0,4194.0,4613.0,5015.0
26125.0,2181.0,3216.0,3755.0,4195.0,4614.0,5016.0
26175.0,2181.0,3217.0,3756.0,4196.0,4615.0,5017.0
26225.0,2182.0,3218.0,3757.0,4197.0,4616.0,5018.0
26275.0,2183.0,3219.0,3758.0,4198.0,4617.0,5019.0
26325.0,2184.0,3220.0,3759.0,4199.0,4618.0,5020.0
26375.0,2185.0,3221.0,3760.0,4200.0,4619.0,5021.0
26425.0,2185.0,3222.0,3760.0,4200.0,4621.0,5022.0
26475.0,2186.0,3223.0,3761.0,4201.0,4622.0,5024.0
26525.0,2187.0,3224.0,3762.0,4202.0,4623.0,5025.0
26575.0,2188.0,3225.0,3763.0,4203.0,4624.0,5026.0
26625.0,2189.0,3226.0,3764.0,4204.0,4625.0,5027.0
26675.0,2189.0,3227.0,3765.0,4205.0,4626.0,5028.0
26725.0,2190.0,3228.0,3766.0,4206.0,4627.0,5029.0
26775.0,2191.0,3229.0,3766.0,4207.0,4628.0,5030.0
26825.0,2192.0,3230.0,3767.0,4208.0,4629.0,5032.0
26875.0,2193.0,3231.0,3768.0,4209.0,4630.0,5033.0
26925.0,2193.0,3232.0,3769.0,4210.0,4631.0,5034.0
26975.0,2194.0,3232.0,3770.0,4211.0,4632.0,5035.0
27025.0,2195.0,3233.0,3771.0,4212.0,4633.0,5036.0
27075.0,2196.0,3234.0,3771.0,4213.0,4634.0,5037.0
27125.0,2196.0,3235.0,3772.0,4214.0,4635.0,5038.0
27175.0,2197.0,3236.0,3773.0,4215.0,4636.0,5039.0
27225.0,2198.0,3237.0,3774.0,4216.0,4637.0,5041.0
27275.0,2199.0,3238.0,3775.0,4217.0,4638.0,5042.0
27325.0,2200.0,3239.0,3776.0,4217.0,4639.0,5043.0
27375.0,2200.0,3240.0,3777.0,4218.0,4640.0,5044.0
27425.0,2201.0,3241.0,3777.0,4219.0,4641.0,5045.0
27475.0,2202.0,3242.0,3778.0,4220.0,4642.0,5046.0
27525.0,2203.0,3243.0,3779.0,4221.0,4643.0,5047.0
27575.0,2204.0,3244.0,3780.0,4222.0,4644.0,5048.0
27625.0,2204.0,3245.0,3781.0,4223.0,4645.0,5050.0
27675.0,2205.0,3246.0,3782.0,4224.0,4647.0,5051.0
27725.0,2206.0,3247.0,3782.0,4225.0,4648.0,5052.0
27775.0,2207.0,3248.0,3783.0,4226.0,4649.0,5053.0
27825.0,2208.0,3249.0,3784.0,4227.0,4650.0,5054.0
27875.0,2208.0,3250.0,3785.0,4228.0,4651.0,5055.0
27925.0,2209.0,3251.0,3786.0,4229.0,4652.0,5056.0
27975.0,2210.0,3251.0,3787.0,4230.0,4653.0,5058.0
28025.0,2211.0,3252.0,3788.0,4231.0,4654.0,5059.0
28075.0,2211.0,3253.0,3788.0,4232.0,4655.0,5060.0
28125.0,2212.0,3254.0,3789.0,4233.0,4656.0,5061.0
28175.0,2213.0,3255.0,3790.0,4234.0,4657.0,5062.0
28225.0,2214.0,3256.0,3791.0,4235.0,4658.0,5063.0
28275.0,2215.0,3257.0,3792.0,4235.0,4659.0,5064.0
28325.0,2215.0,3258.0,3793.0,4236.0,4660.0,5065.0
28375.0,2216.0,3259.0,3793.0,4237.0,4661.0,5067.0
28425.0,2217.0,3260.0,3794.0,4238.0,4662.0,5068.0
28475.0,2218.0,3261.0,3795.0,4239.0,4663.0,5069.0
28525.0,2219.0,3262.0,3796.0,4240.0,4664.0,5070.0
28575.0,2219.0,3263.0,3797.0,4241.0,4665.0,5071.0
28625.0,2220.0,3264.0,3798.0,4242.0,4666.0,5072.0
28675.0,2221.0,3265.0,3799.0,4243.0,4667.0,5073.0
28725.0,2222.0,3266.0,3799.0,4244.0,4668.0,5075.0
28775.0,2223.0,3267.0,3800.0,4245.0,4669.0,5076.0
28825.0,2223.0,3268.0,3801.0,4246.0,4670.0,5077.0
28875.0,2224.0,3269.0,3802.0,4247.0,4671.0,5078.0
28925.0,2225.0,3270.0,3803.0,4248.0,4673.0,5079.0
28975.0,2226.0,3270.0,3804.0,4249.0,4674.0,5080.0
29025.0,2226.0,3271.0,3805.0,4250.0,4675.0,5081.0
29075.0,2227.0,3272.0,3805.0,4251.0,4676.0,5082.0
29125.0,2228.0,3273.0,3806.0,4252.0,4677.0,5084.0
29175.0,2229.0,3274.0,3807.0,4252.0,4678.0,5085.0
29225.0,2230.0,3275.0,3808.0,4253.0,4679.0,5086.0
29275.0,2230.0,3276.0,3809.0,4254.0,4680.0,5087.0
29325.0,2231.0,3277.0,3810.0,4255.0,4681.0,5088.0
29375.0,2232.0,3278.0,3810.0,4256.0,4682.0,5089.0
29425.0,2233.0,3279.0,3811.0,4257.0,4683.0,5090.0
29475.0,2234.0,3280.0,3812.0,4258.0,4684.0,5091.0
29525.0,2234.0,3281.0,3813.0,4259.0,4685.0,5093.0
29575.0,2235.0,3282.0,3814.0,4260.0,4686.0,5094.0
29625.0,2236.0,3283.0,3815.0,4261.0,4687.0,5095.0
29675.0,2237.0,3284.0,3816.0,4262.0,4688.0,5096.0
29725.0,2238.0,3285.0,3816.0,4263.0,4689.0,5097.0
29775.0,2238.0,3286.0,3817.0,4264.0,4690.0,5098.0
29825.0,2239.0,3287.0,3818.0,4265.0,4691.0,5099.0
29875.0,2240.0,3288.0,3819.0,4266.0,4692.0,5101.0
29925.0,2241.0,3289.0,3820.0,4267.0,4693.0,5102.0
29975.0,2241.0,3289.0,3821.0,4268.0,4694.0,5103.0
